2.2312,3.5971
1.8952,2.8176
2.0898,2.3391
0.5824,0.88725
1.9189,1.8427
0.573,3.6133
-0.5504,2.237
2.7569,3.544
2.1627,0.0536
1.9479,0.97718
0.2723,0.3396
1.5659,1.8318
0.3472,3.3398
1.6865,-0.5864
-0.5057,1.0327
2.4422,2.2346
3.2436,0.7696
3.9216,0.6544
0.5464,-0.0807
1.8937,3.3456
0.5042,1.9697
0.4146,3.8054
1.5658,-0.2336
-0.0522,2.288
0.1058,3.1768
2.6153,3.4145
0.0336,0.7733
0.3027,2.7284
0.6657,-0.0734
0.3838,2.5616
2.2414,0.6641
0.83833,1.3765
1.7784,2.2134
2.0154,0.7385
1.2562,-0.0291
2.0578,3.6084
2.5551,0.83707
3.3554,2.0135
-0.1716,1.2795
2.2396,0.0092
0.9284,2.4251
1.4068,-0.1763
0.6129,0.309
3.5882,2.0765
2.2896,2.0419
3.5824,1.2138
2.034,3.1336
1.2857,0.1668
1.8998,0.1673
1.5563,1.487
1.0763,2.9244
-0.1248,1.6095
1.0413,-0.0702
2.4138,3.0512
0.3454,2.5212
1.5039,3.3457
0.85537,1.7756
3.6316,1.2636
-0.3205,1.7941
1.3619,1.1496
3.8404,0.57
-0.2455,0.85132
3.6963,0.9272
0.7991,1.7583
2.2111,0.5857
0.6765,3.8305
2.1465,1.4641
1.9735,1.9448
0.6266,0.5019
1.8902,1.9772
3.6302,1.4536
4.1573,2.6253
3.6421,2.5144
-0.4364,2.1522
0.4667,2.8522
1.5206,-0.4582
2.1854,3.6625
3.8136,3.0486
1.3181,3.3791
1.5795,3.5152
3.7956,1.3203
1.5642,4.1028
2.2073,2.705
1.4766,3.9344
2.8227,1.4411
2.5553,1.767
-0.0754,1.5614
1.3303,-0.644
0.2276,3.2136
0.0006,1.8845
1.5357,3.584
1.0919,2.5165
0.87287,0.0972
1.5379,2.1173
-0.6172,2.2809
3.0054,1.0147
1.0757,1.5595
0.7109,0.7352
1.3508,1.267
0.3413,-0.0919
-0.0361,1.288
3.486,2.8918
2.7056,2.8981
0.5225,2.7141
2.5118,1.8904
2.8679,2.1586
2.8622,3.2416
0.5454,2.1602
2.0169,1.3933
2.4077,0.3015
0.6264,1.7127
2.3347,0.497
2.0884,3.9687
1.0196,2.7048
1.4811,3.0924
2.9929,1.68
0.1871,2.6652
0.0862,1.6815
2.9395,0.1908
2.68,2.6359
-0.4596,1.3869
2.7873,-0.0484
3.3563,2.1008
2.1916,3.7832
3.7155,0.6162
0.0805,2.2082
2.0215,2.1652
1.2366,-0.3649
1.2475,2.6802
1.7695,2.1837
2.8821,3.1136
1.482,1.0581
1.5655,3.3143
1.4436,-0.1765
1.7866,-0.3797
1.6649,0.337
2.5463,0.6161
1.6684,1.7418
1.801,3.1381
2.9764,1.0644
1.6736,1.2103
1.9101,1.618
4.261,1.7852
2.5671,0.117
1.9773,-0.4057
3.1747,1.7609
1.3171,0.1242
3.5959,0.5564
3.6607,0.2265
3.9523,0.83518
2.3126,3.6767
0.6084,2.4835
2.8828,3.1093
0.4351,1.9688
3.2594,2.8406
0.88026,-0.0957
3.4419,1.1953
3.6539,2.2303
2.5447,2.4064
3.7639,0.6091
2.3565,3.0645
2.9318,1.0842
3.2747,3.6559
0.6001,-0.2922
1.3659,3.6949
1.0896,1.3249
-0.3813,2.3718
3.1636,2.6759
0.2291,3.5877
3.8576,3.0139
1.9028,3.5595
2.9042,1.7477
3.9319,1.4225
1.1769,0.5506
2.3212,2.3405
2.3122,3.5931
0.7952,2.8294
1.2019,2.5561
0.7149,3.2262
1.6264,1.378
0.7508,-0.1378
3.4453,3.3108
-0.3524,1.0212
1.2098,2.8146
1.3306,2.5473
1.6895,-0.6967
0.3801,0.6091
3.392,0.4657
3.6543,1.8616
1.6902,1.1845
4.1756,2.5262
0.2266,0.1235
2.3327,2.1921
1.5877,2.1561
0.2779,1.4904
0.82396,0.6354
0.88926,2.7586
2.3261,4.1761
1.6268,3.8276
1.1548,2.6662
3.9933,2.2335
3.8622,1.4012
4.1341,1.9884
2.1757,1.1837
1.4429,-0.1079
2.2837,2.1115
0.85241,1.0083
3.4563,1.697
3.8256,1.4436
0.2457,3.0542
1.8738,3.748
0.6479,0.4701
0.0247,3.3151
3.5886,0.1153
3.5883,2.5442
-0.004,2.3816
0.7681,0.392
1.9883,2.7573
0.2824,2.4695
3.5183,1.4318
0.90812,3.5021
2.0137,4.0821
1.6638,1.7648
-0.2792,3.1825
-0.1762,1.0566
3.7353,2.4715
1.731,2.2204
1.7211,2.9683
-0.4137,1.0473
1.0808,0.0164
3.9687,1.2851
2.1913,-0.3606
0.5646,1.3153
3.0875,1.764
0.5292,1.4654
1.0737,0.0483
3.8937,2.3859
4.0992,2.5343
2.3187,-0.3706
0.0962,0.1523
3.0271,1.9574
1.3552,0.0068
0.4153,0.578
2.7629,3.7549
1.5431,2.8991
2.5209,1.2934
3.7307,2.7226
0.92026,1.5225
0.3146,3.3605
3.5769,0.3178
3.4062,2.2193
3.3099,1.0742
2.8087,2.0887
3.3006,2.453
0.8654,3.4166
2.4301,3.7744
-0.1186,1.2933
-0.288,1.5872
0.3492,1.6924
0.0693,1.3007
1.2726,1.004
2.707,1.5266
2.578,1.8319
0.7025,1.0364
3.6698,2.6894
0.7453,0.247
1.312,0.5271
-0.4503,2.5195
0.87839,2.675
3.8167,2.0339
2.1804,2.258
0.1537,2.8129
2.0345,-0.2152
3.4675,2.4243
1.2584,2.574
-0.1488,3.3617
0.8155,2.05
3.9509,1.3684
-0.194,0.6904
3.017,2.6685
1.4343,2.337
0.7509,2.442
0.6437,0.0435
0.87458,-0.0665
0.5593,1.307
1.524,1.9166
3.7501,0.2933
-0.3159,1.6295
0.87836,3.092
3.8962,1.357
0.683,3.4692
2.4187,1.5798
1.7589,3.8636
1.8321,-0.2133
0.94644,3.8963
-0.6227,2.4031
2.3808,0.93984
2.314,1.7146
1.8557,-0.2275
1.7698,3.9052
-1.5688,-0.2029
-1.9048,-0.9824
-1.7102,-1.4609
-3.2176,-2.9127
-1.8811,-1.9573
-3.227,-0.1867
-4.3504,-1.563
-1.0431,-0.256
-1.6373,-3.7464
-1.8521,-2.8228
-3.5277,-3.4604
-2.2341,-1.9682
-3.4528,-0.4602
-2.1135,-4.3864
-4.3057,-2.7673
-1.3578,-1.5655
-0.5564,-3.0304
0.1216,-3.1456
-3.2536,-3.8807
-1.9063,-0.4544
-3.2958,-1.8303
-3.3854,0.0054
-2.2342,-4.0336
-3.8522,-1.512
-3.6942,-0.6232
-1.1847,-0.3855
-3.7664,-3.0267
-3.4973,-1.0716
-3.1343,-3.8734
-3.4162,-1.2384
-1.5586,-3.1359
-2.9617,-2.4236
-2.0216,-1.5865
-1.7846,-3.0615
-2.5438,-3.8291
-1.7422,-0.1916
-1.2449,-2.9629
-0.4446,-1.7865
-3.9716,-2.5205
-1.5604,-3.7908
-2.8716,-1.375
-2.3932,-3.9763
-3.1871,-3.491
-0.2118,-1.7235
-1.5104,-1.7581
-0.2176,-2.5862
-1.766,-0.6664
-2.5143,-3.6332
-1.9002,-3.6327
-2.2437,-2.313
-2.7237,-0.8756
-3.9248,-2.1905
-2.7587,-3.8702
-1.3862,-0.7488
-3.4546,-1.2788
-2.2961,-0.4543
-2.9446,-2.0244
-0.1684,-2.5364
-4.1205,-2.0059
-2.4381,-2.6504
0.0404,-3.23
-4.0455,-2.9487
-0.1037,-2.8728
-3.0009,-2.0417
-1.5889,-3.2143
-3.1235,0.0305
-1.6535,-2.3359
-1.8265,-1.8552
-3.1734,-3.2981
-1.9098,-1.8228
-0.1698,-2.3464
0.3573,-1.1747
-0.1579,-1.2856
-4.2364,-1.6479
-3.3333,-0.9478
-2.2794,-4.2582
-1.6146,-0.1375
0.0136,-0.7514
-2.4819,-0.4209
-2.2205,-0.2848
-0.0044,-2.4797
-2.2358,0.3028
-1.5927,-1.095
-2.3234,0.1344
-0.9773,-2.3589
-1.2447,-2.033
-3.8754,-2.2386
-2.4697,-4.444
-3.5724,-0.5864
-3.7994,-1.9155
-2.2643,-0.216
-2.7081,-1.2835
-2.9271,-3.7028
-2.2621,-1.6827
-4.4172,-1.5191
-0.7946,-2.7853
-2.7243,-2.2405
-3.0891,-3.0648
-2.4492,-2.533
-3.4587,-3.8919
-3.8361,-2.512
-0.314,-0.9082
-1.0944,-0.9019
-3.2775,-1.0859
-1.2881,-1.9096
-0.9321,-1.6414
-0.9378,-0.5584
-3.2546,-1.6398
-1.7831,-2.4067
-1.3923,-3.4985
-3.1736,-2.0873
-1.4653,-3.303
-1.7116,0.1687
-2.7804,-1.0952
-2.3189,-0.7076
-0.8071,-2.12
-3.6129,-1.1349
-3.7138,-2.1185
-0.8605,-3.6092
-1.12,-1.1641
-4.2596,-2.4131
-1.0127,-3.8484
-0.4437,-1.6992
-1.6084,-0.0168
-0.0845,-3.1838
-3.7195,-1.5918
-1.7785,-1.6348
-2.5634,-4.1649
-2.5526,-1.1198
-2.0305,-1.6163
-0.9179,-0.6864
-2.318,-2.7419
-2.2345,-0.4857
-2.3564,-3.9765
-2.0134,-4.1797
-2.1351,-3.463
-1.2538,-3.1839
-2.1316,-2.0582
